1,4
2,4
3,5
4,5
5,5
6,6
7,6
8,6
9,8
10,30
11,29
12,30
13,31
14,31
15,30
16,31
17,29
18,29
19,29
20,29
21,30
22,30
23,30
24,30
25,30
26,32
27,30
28,30
29,30
30,31
31,31
32,30
